target_chembl_id,target_organism,target_pref_name,molecule_chembl_id,molecule_pref_name,pchembl_value,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id
CHEMBL289,Homo sapiens,Cytochrome P450 2D6,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909136
CHEMBL5281,Homo sapiens,Cytochrome P450 2E1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909137
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909138
CHEMBL2056,Homo sapiens,Dopamine D1 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909139
CHEMBL217,Homo sapiens,Dopamine D2 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909140
CHEMBL234,Homo sapiens,Dopamine D3 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909141
CHEMBL219,Homo sapiens,Dopamine D4 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909142
CHEMBL238,Homo sapiens,Dopamine transporter,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909143
CHEMBL252,Homo sapiens,Endothelin receptor ET-A,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909144
CHEMBL206,Homo sapiens,Estrogen receptor alpha,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909145
CHEMBL242,Homo sapiens,Estrogen receptor beta,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909146
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909147
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909148
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909149
CHEMBL2034,Homo sapiens,Glucocorticoid receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909150
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909151
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909152
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909153
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909154
CHEMBL3392921,Rattus norvegicus,Glycine receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909155
CHEMBL231,Homo sapiens,Histamine H1 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909156
CHEMBL1941,Homo sapiens,Histamine H2 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909157
CHEMBL402,Homo sapiens,HMG-CoA reductase,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909158
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909159
CHEMBL5486,Rattus norvegicus,Insulin receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909160
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909161
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909162
CHEMBL1909043,Cavia porcellus,Leukotriene C4 synthase,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909163
CHEMBL1798,Homo sapiens,Cysteinyl leukotriene receptor 1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909164
CHEMBL4358,Oryctolagus cuniculus,Arachidonate 15-lipoxygenase,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909165
CHEMBL4644,Homo sapiens,Melanocortin receptor 3,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909166
CHEMBL259,Homo sapiens,Melanocortin receptor 4,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909167
CHEMBL4608,Homo sapiens,Melanocortin receptor 5,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909168
CHEMBL1951,Homo sapiens,Monoamine oxidase A,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909169
CHEMBL216,Homo sapiens,Muscarinic acetylcholine receptor M1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909170
CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909171
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909172
CHEMBL1821,Homo sapiens,Muscarinic acetylcholine receptor M4,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909173
CHEMBL2035,Homo sapiens,Muscarinic acetylcholine receptor M5,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909174
CHEMBL4777,Homo sapiens,Neuropeptide Y receptor type 1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909175
CHEMBL4018,Homo sapiens,Neuropeptide Y receptor type 2,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909176
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909177
CHEMBL3048,Rattus norvegicus,"Nitric-oxide synthase, brain",CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909178
CHEMBL3464,Mus musculus,"Nitric oxide synthase, inducible",CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909179
CHEMBL236,Homo sapiens,Delta opioid receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909180
CHEMBL237,Homo sapiens,Kappa opioid receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909181
CHEMBL233,Homo sapiens,Mu opioid receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909182
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909183
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909184
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909185
CHEMBL1827,Homo sapiens,Phosphodiesterase 5A,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909186
CHEMBL250,Homo sapiens,Platelet activating factor receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909187
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909188
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909189
CHEMBL240,Homo sapiens,HERG,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909190
CHEMBL1909044,Bos taurus,Progesterone receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909191
CHEMBL4074,Oryctolagus cuniculus,Angiotensin-converting enzyme,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909192
CHEMBL4801,Homo sapiens,Caspase-1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909193
CHEMBL4071,Homo sapiens,Cathepsin G,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909194
CHEMBL248,Homo sapiens,Leukocyte elastase,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909195
CHEMBL332,Homo sapiens,Matrix metalloproteinase-1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909196
CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909197
CHEMBL299,Homo sapiens,Protein kinase C alpha,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909198
CHEMBL3385,Homo sapiens,MAP kinase ERK1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909199
CHEMBL4040,Homo sapiens,MAP kinase ERK2,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909200
CHEMBL260,Homo sapiens,MAP kinase p38 alpha,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909201
CHEMBL4445,Homo sapiens,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909202
CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909203
CHEMBL1841,Homo sapiens,Tyrosine-protein kinase FYN,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909204
CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909205
CHEMBL258,Homo sapiens,Tyrosine-protein kinase LCK,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909206
CHEMBL3243,Homo sapiens,Leukocyte common antigen,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909207
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909208
CHEMBL273,Rattus norvegicus,Serotonin 1a (5-HT1a) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909209
CHEMBL3459,Rattus norvegicus,Serotonin 1b (5-HT1b) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909210
CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909211
CHEMBL1833,Homo sapiens,Serotonin 2b (5-HT2b) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909104
CHEMBL225,Homo sapiens,Serotonin 2c (5-HT2c) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909105
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909106
CHEMBL5017,Cavia porcellus,Serotonin 4 (5-HT4) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909107
CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909108
CHEMBL228,Homo sapiens,Serotonin transporter,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909109
CHEMBL287,Homo sapiens,Sigma opioid receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909110
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909111
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909112
CHEMBL249,Homo sapiens,Neurokinin 1 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909113
CHEMBL2327,Homo sapiens,Neurokinin 2 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909114
CHEMBL3072,Rattus norvegicus,Androgen Receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909115
CHEMBL1835,Homo sapiens,Thromboxane-A synthase,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909116
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909117
CHEMBL1868,Homo sapiens,Vascular endothelial growth factor receptor 1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909118
CHEMBL5144,Homo sapiens,Vasoactive intestinal polypeptide receptor 1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909119
CHEMBL1889,Homo sapiens,Vasopressin V1a receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909120
CHEMBL392,Homo sapiens,A549,CHEMBL325372,METHYLPARABEN,,IC50,>,20.0,ug.mL-1,CHEMBL4150867
CHEMBL400,Homo sapiens,MDA-MB-231,CHEMBL325372,METHYLPARABEN,,IC50,>,20.0,ug.mL-1,CHEMBL4150866
CHEMBL395,Homo sapiens,HepG2,CHEMBL325372,METHYLPARABEN,,IC50,>,20.0,ug.mL-1,CHEMBL4150865
CHEMBL613453,Meloidogyne incognita,Meloidogyne incognita,CHEMBL442915,P-CYMENE,,IC50,=,3240000.0,nM,CHEMBL4006926
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL29966,,,IC50,=,674000.0,nM,CHEMBL650770
CHEMBL612647,Candida glabrata,Candida glabrata,CHEMBL29966,,,IC50,=,153.46,ug.mL-1,CHEMBL3411983
CHEMBL366,Candida albicans,Candida albicans,CHEMBL29966,,,IC50,=,181.55,ug.mL-1,CHEMBL3411981
CHEMBL612870,Candida tropicalis,Candida tropicalis,CHEMBL29966,,,IC50,=,69.5,ug.mL-1,CHEMBL3411985
CHEMBL391,Chlorocebus aethiops,Vero,CHEMBL29966,,,IC50,,,,CHEMBL3411987
CHEMBL1911,Homo sapiens,Succinate semialdehyde dehydrogenase,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,=,166000.0,nM,CHEMBL867028
CHEMBL2044,Homo sapiens,Gamma-amino-N-butyrate transaminase,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,=,188000.0,nM,CHEMBL867027
CHEMBL4234,Homo sapiens,Estradiol 17-beta-dehydrogenase 3,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,=,1708920.0,nM,CHEMBL870480
CHEMBL612824,Spinacia oleracea,Spinacia oleracea,CHEMBL201083,4-HYDROXYACETOPHENONE,4.13,IC50,=,74500.0,nM,CHEMBL3083006
CHEMBL612998,Phaseolus vulgaris,Phaseolus vulgaris,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,=,121200.0,nM,CHEMBL3083007
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL201083,4-HYDROXYACETOPHENONE,4.28,IC50,=,53000.0,nM,CHEMBL3083011
CHEMBL2366827,Physalis ixocarpa,Physalis ixocarpa,CHEMBL201083,4-HYDROXYACETOPHENONE,4.28,IC50,=,52900.0,nM,CHEMBL3082520
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL201083,4-HYDROXYACETOPHENONE,4.37,IC50,=,43000.0,nM,CHEMBL3083022
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL201083,4-HYDROXYACETOPHENONE,4.39,IC50,=,41000.0,nM,CHEMBL3083025
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL201083,4-HYDROXYACETOPHENONE,4.53,IC50,=,29500.0,nM,CHEMBL3082977
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL201083,4-HYDROXYACETOPHENONE,4.46,IC50,=,34400.0,nM,CHEMBL3082978
CHEMBL2366827,Physalis ixocarpa,Physalis ixocarpa,CHEMBL201083,4-HYDROXYACETOPHENONE,4.97,IC50,=,10800.0,nM,CHEMBL3082979
CHEMBL2366827,Physalis ixocarpa,Physalis ixocarpa,CHEMBL201083,4-HYDROXYACETOPHENONE,4.97,IC50,=,10800.0,nM,CHEMBL3082980
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL201083,4-HYDROXYACETOPHENONE,4.34,IC50,=,45500.0,nM,CHEMBL3082981
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL201083,4-HYDROXYACETOPHENONE,4.31,IC50,=,48500.0,nM,CHEMBL3082982
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL201083,4-HYDROXYACETOPHENONE,4.72,IC50,=,19000.0,nM,CHEMBL3082983
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL201083,4-HYDROXYACETOPHENONE,4.77,IC50,=,17100.0,nM,CHEMBL3082984
CHEMBL613497,Hepatitis B virus,Hepatitis B virus,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,=,785700.0,nM,CHEMBL3404732
CHEMBL613497,Hepatitis B virus,Hepatitis B virus,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,=,1854700.0,nM,CHEMBL3404734
CHEMBL613497,Hepatitis B virus,Hepatitis B virus,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,=,306400.0,nM,CHEMBL3404736
CHEMBL613516,Homo sapiens,N9,CHEMBL201083,4-HYDROXYACETOPHENONE,,IC50,>,100000.0,nM,CHEMBL4001903
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL401912,P-METHOXY-ACETOPHENONE,,IC50,=,2000000.0,nM,CHEMBL940777
CHEMBL612824,Spinacia oleracea,Spinacia oleracea,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.18,IC50,=,65700.0,nM,CHEMBL3083006
CHEMBL612998,Phaseolus vulgaris,Phaseolus vulgaris,CHEMBL401912,P-METHOXY-ACETOPHENONE,,IC50,=,151800.0,nM,CHEMBL3083007
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.24,IC50,=,57600.0,nM,CHEMBL3083011
CHEMBL2366827,Physalis ixocarpa,Physalis ixocarpa,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.26,IC50,=,54600.0,nM,CHEMBL3082520
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.25,IC50,=,55900.0,nM,CHEMBL3083022
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.40,IC50,=,40000.0,nM,CHEMBL3083025
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL401912,P-METHOXY-ACETOPHENONE,,IC50,=,126200.0,nM,CHEMBL3082977
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL401912,P-METHOXY-ACETOPHENONE,,IC50,=,120000.0,nM,CHEMBL3082978
CHEMBL2366827,Physalis ixocarpa,Physalis ixocarpa,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.69,IC50,=,20500.0,nM,CHEMBL3082979
CHEMBL2366827,Physalis ixocarpa,Physalis ixocarpa,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.70,IC50,=,20100.0,nM,CHEMBL3082980
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.35,IC50,=,44300.0,nM,CHEMBL3082981
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.30,IC50,=,49500.0,nM,CHEMBL3082982
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.72,IC50,=,18900.0,nM,CHEMBL3082983
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL401912,P-METHOXY-ACETOPHENONE,4.75,IC50,=,17900.0,nM,CHEMBL3082984
CHEMBL612558,,ADMET,CHEMBL21932,p-ANISIC ACID,,IC50,=,288403.15,nM,CHEMBL637827
CHEMBL2500,Homo sapiens,Thiopurine S-methyltransferase,CHEMBL21932,p-ANISIC ACID,,IC50,=,288403.15,nM,CHEMBL814140
CHEMBL612545,,Unchecked,CHEMBL21932,p-ANISIC ACID,,IC50,=,5550000.0,nM,CHEMBL891104
CHEMBL612545,,Unchecked,CHEMBL21932,p-ANISIC ACID,,IC50,=,181970085861.0,nM,CHEMBL891104
CHEMBL612545,,Unchecked,CHEMBL21932,p-ANISIC ACID,,IC50,=,124000.0,nM,CHEMBL1816802
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL21932,p-ANISIC ACID,,IC50,>,100000.0,nM,CHEMBL3095776
CHEMBL4685,Homo sapiens,"Indoleamine 2,3-dioxygenase",CHEMBL1224557,BENZENEMETHANETHIOL,5.77,IC50,=,1700.0,nM,CHEMBL1225449
CHEMBL4685,Homo sapiens,"Indoleamine 2,3-dioxygenase",CHEMBL1224557,BENZENEMETHANETHIOL,4.89,IC50,=,13000.0,nM,CHEMBL1225450
CHEMBL612545,,Unchecked,CHEMBL1224557,BENZENEMETHANETHIOL,5.04,IC50,=,9200.0,nM,CHEMBL3240239
CHEMBL612545,,Unchecked,CHEMBL440161,DIHYDROCINNAMALDEHYDE,,IC50,>,300000.0,nM,CHEMBL768520
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL191935,,,IC50,=,310000.0,nM,CHEMBL830921
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL195827,,4.35,IC50,=,45000.0,nM,CHEMBL830921
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL190927,,5.31,IC50,=,4880.0,nM,CHEMBL832816
CHEMBL4085,Mus musculus,Cytochrome P450 2A5,CHEMBL190927,,5.33,IC50,=,4680.0,nM,CHEMBL832818
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL154155,,5.31,IC50,=,4900.0,nM,CHEMBL643382
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL154155,,5.44,IC50,=,3630.78,nM,CHEMBL648291
CHEMBL398,Homo sapiens,KB,CHEMBL294431,,,IC50,>,20.0,ug.mL-1,CHEMBL984024
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL294431,,,IC50,>,10.0,ug.mL-1,CHEMBL984025
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL294431,,,IC50,>,10.0,ug.mL-1,CHEMBL984027
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL365316,,,IC50,=,4500000.0,nM,CHEMBL830921
CHEMBL1907607,Rattus norvegicus,GABA-A receptor; anion channel,CHEMBL276218,CAPROLACTAM,,IC50,=,17400000.0,nM,CHEMBL680679
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL31561,P-XYLENE,5.31,IC50,=,4900.0,nM,CHEMBL643382
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL31561,P-XYLENE,7.40,IC50,=,39.81,nM,CHEMBL648291
CHEMBL613853,Cricetulus griseus,CHO,CHEMBL721,ACROLEIN,4.30,IC50,=,50000.0,nM,CHEMBL653984
CHEMBL614556,Cricetulus griseus,CHO-FU,CHEMBL721,ACROLEIN,4.30,IC50,=,50000.0,nM,CHEMBL654535
CHEMBL386,Mus musculus,L1210,CHEMBL721,ACROLEIN,4.32,IC50,=,48000.0,nM,CHEMBL700817
CHEMBL338,Rattus norvegicus,Dopamine transporter,CHEMBL721,ACROLEIN,4.28,IC50,=,52480.75,nM,CHEMBL4024875
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909212
CHEMBL226,Homo sapiens,Adenosine A1 receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909213
CHEMBL251,Homo sapiens,Adenosine A2a receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909214
CHEMBL256,Homo sapiens,Adenosine A3 receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909215
CHEMBL612545,,Unchecked,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909084
CHEMBL319,Rattus norvegicus,Alpha-1a adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909085
CHEMBL315,Rattus norvegicus,Alpha-1b adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909086
CHEMBL223,Homo sapiens,Alpha-1d adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909087
CHEMBL1867,Homo sapiens,Alpha-2a adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909088
CHEMBL1942,Homo sapiens,Alpha-2b adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909089
CHEMBL1916,Homo sapiens,Alpha-2c adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909090
CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909091
CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909092
CHEMBL246,Homo sapiens,Beta-3 adrenergic receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909093
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909094
CHEMBL2622,Rattus norvegicus,Aldose reductase,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909095
CHEMBL4607,Homo sapiens,Angiotensin II type 2 (AT-2) receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909096
CHEMBL612545,,Unchecked,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909097
CHEMBL612545,,Unchecked,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909098
CHEMBL612545,,Unchecked,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909099
CHEMBL3157,Homo sapiens,Bradykinin B2 receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909100
CHEMBL1832,Homo sapiens,Calcitonin receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909101
CHEMBL612545,,Unchecked,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909102
CHEMBL612545,,Unchecked,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909103
CHEMBL612545,,Unchecked,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909121
CHEMBL218,Homo sapiens,Cannabinoid CB1 receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909122
CHEMBL205,Homo sapiens,Carbonic anhydrase II,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909123
CHEMBL4015,Homo sapiens,C-C chemokine receptor type 2,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909124
CHEMBL2414,Homo sapiens,C-C chemokine receptor type 4,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909125
CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909126
CHEMBL4029,Homo sapiens,Interleukin-8 receptor A,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909127
CHEMBL2434,Homo sapiens,Interleukin-8 receptor B,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909128
CHEMBL1901,Homo sapiens,Cholecystokinin A receptor,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909129
CHEMBL221,Homo sapiens,Cyclooxygenase-1,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909130
CHEMBL230,Homo sapiens,Cyclooxygenase-2,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909131
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909132
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL234926,ALLYL ALCOHOL,,IC50,,,,CHEMBL1909133
